Date,World Equities,US Treasuries,Bond Risk Premium,Inflation Protection,Currency Protection,Regime-5,Regime-7,US Equities,Real Estate,Commodities,Corp Bonds
5/1/88,-0.031931,-0.008581,0.01008,0.012637,0.018525,1,1,0.01735,-0.011445,0.063023,-0.007383
6/1/88,-0.022423,0.036553,-0.021952,-0.026705,0.027226,1,1,0.031008,0.025898,-0.027962,0.032619
7/1/88,0.029452,-0.018803,0.025404,-0.001961,0.014282,1,1,-0.001504,0.012632,0.008352,-0.003057
8/1/88,-0.064325,0.003306,-0.004809,-0.007301,0.004691,1,1,-0.039157,-0.006348,-0.009705,0.00571
9/1/88,0.042613,0.036248,-0.023645,-0.010046,-0.016233,1,1,0.045455,-0.003428,-0.034215,0.029122
10/1/88,0.083755,0.029857,-0.017759,0.005182,-0.01578,1,1,0.02099,-0.007428,0.051347,0.023428
11/1/88,0.057498,-0.020128,0.026028,0.008488,0.003242,1,1,-0.017621,-0.016013,0.06939,-0.01281
12/1/88,0.006279,0.01173,-0.007029,0.001454,0.021823,1,1,0.022422,0.001209,0.064265,0.00364
1/1/89,0.02009,0.022553,-0.004954,-0.005488,0.00609,1,1,0.068713,0.004579,0.011989,0.020358
2/1/89,0.004121,-0.020081,0.022283,-0.006118,0.016181,1,1,-0.02052,-0.016532,0.037636,-0.009295
3/1/89,-0.018123,0.009786,-0.017587,0.005241,0.008199,1,1,0.032123,-0.000274,0.057366,0.005123
4/1/89,0.009946,0.022175,-0.017973,-0.036155,0.024571,1,1,0.043302,0.016731,0.048986,0.021659
5/1/89,-0.052117,0.039262,-0.019863,0.01023,0.024168,1,1,0.045396,0.023771,-0.023663,0.042002
6/1/89,-0.014679,0.058009,-0.04561,-0.038493,-0.009607,1,1,-0.007444,0.008725,0.032658,0.038325
7/1/89,0.123472,0.022875,-0.024173,-0.027365,0.013357,1,1,0.07125,0.023781,-0.033742,0.03175
8/1/89,-0.042253,-0.02633,0.02973,-0.008268,0.016852,1,1,0.032672,0.00098,0.040655,-0.015453
9/1/89,0.043313,0.003157,-0.019957,-0.012176,-0.00691,1,1,-0.00226,-0.011828,0.059497,0.001071
10/1/89,-0.038112,0.040918,-0.064618,0.00204,0.006406,1,1,-0.030578,-0.041319,0.005727,0.031707
11/1/89,0.04918,0.00834,-0.010339,0.004207,0.003107,1,1,0.024533,-0.01354,0.015049,0.008736
12/1/89,0.036733,-0.001838,0.003438,-0.002207,0.007533,1,1,0.007982,-0.011379,0.08277,-0.000362
1/1/90,-0.03838,-0.035083,0.013579,0.051219,0.014097,1,1,-0.072398,-0.022299,-0.005709,-0.013901
2/1/90,-0.067558,-0.005122,-0.015475,0.006133,0.02575,1,1,0.018293,-0.034297,-0.017386,-0.002196
3/1/90,-0.099312,-0.001615,0.027813,0.009048,0.006024,1,1,0.016766,0.001661,0.033061,0.00501
4/1/90,-0.011043,-0.02356,0.021859,-0.022093,-0.005887,1,1,-0.020024,-0.015353,-0.008433,-0.013603
5/1/90,0.112225,0.044219,-0.024918,0.007338,0.003603,1,1,0.092548,-0.000319,-0.021393,0.053778
6/1/90,-0.008631,0.023107,0.001095,0.005243,-0.015491,1,-1,-0.006601,0.007628,-0.01085,0.010339
7/1/90,0.014764,0.010178,0.016721,0.008549,-0.014924,1,-1,-0.015504,-0.017987,0.094352,0.019161
8/1/90,-0.094435,-0.04246,-0.014439,0.045341,-0.007139,1,-1,-0.092238,-0.06107,0.150793,-0.024782
9/1/90,-0.134732,0.012777,-0.085778,0.034766,-0.016493,1,-1,-0.02974,-0.069307,0.185198,0.013193
10/1/90,0.146651,0.023599,-0.076099,0.007901,0.001829,1,-1,-0.030651,-0.035022,-0.022631,0.004576
11/1/90,-0.055239,0.040116,-0.008915,-0.01113,0.017587,1,1,0.067194,0.06369,-0.083754,0.019826
12/1/90,0.017532,0.020353,-0.014754,-0.00031,0.005381,1,1,0.023457,0.000385,-0.003184,0.017807
1/1/91,0.030861,0.011704,0.015799,-0.010295,-0.005252,1,1,0.049457,0.087627,-0.099607,0.025059
2/1/91,0.105555,0.002161,0.107237,-0.014219,0.037933,1,1,0.086207,0.049184,0.026383,0.005227
3/1/91,-0.057533,0.004043,0.054854,0.011089,0.015971,1,1,0.013757,0.076228,0.025616,0.021892
4/1/91,0.010216,0.01445,0.026554,-0.001103,0.007086,1,1,0.022965,0.023763,0.037075,0.018602
5/1/91,0.012296,-0.001323,0.003124,0.019855,0.01566,1,1,0.026531,0.023599,-0.007,0.006875
6/1/91,-0.07068,-0.005961,0.035557,0.006645,0.00196,1,1,-0.027833,-0.025924,-0.0214,-0.000552
7/1/91,0.047698,0.015326,0.016674,-0.010882,-0.006743,1,1,0.029652,0.019291,0.041077,0.017228
8/1/91,-0.019097,0.03277,-0.009766,-0.035015,-0.010188,1,1,0.028798,0.000602,0.021005,0.028957
9/1/91,0.053019,0.032578,-0.018681,-0.016519,-0.000241,1,1,-0.008687,0.019315,0.008108,0.026823
10/1/91,0.015875,0.000821,0.032581,-0.035574,-0.008374,1,1,0.012658,-0.006179,0.037293,0.009773
11/1/91,-0.04516,0.00619,-0.000989,0.027675,-0.004654,1,1,-0.022115,0.000238,-0.058288,0.012336
12/1/91,0.049315,0.059686,-0.045289,0.022864,0.003807,1,1,0.094395,0.04731,-0.061158,0.039825
1/1/92,-0.019402,-0.031026,0.066228,0.021333,0.016602,1,1,0,0.049501,0.03111,-0.015114
2/1/92,-0.034484,0.005833,0.018866,0.03725,0.022385,1,1,0.012579,-0.023214,-0.023654,0.011639
3/1/92,-0.065118,-0.011203,0.023602,0.071253,0.00113,1,1,-0.024845,-0.014879,0.030555,0.000481
4/1/92,0.003983,0.000718,0.003084,-0.00058,-0.00436,1,1,0.009099,0.002246,0.023131,0.005063
5/1/92,0.064533,0.025832,-0.011732,-0.024409,-0.010927,1,1,0.014427,0.032194,0.024252,0.018287
6/1/92,-0.045005,0.014885,-0.005487,-0.02996,-0.012352,1,1,-0.014222,-0.012121,-0.004134,0.025134
7/1/92,-0.023205,0.040628,-0.025527,0.014853,-0.002446,1,1,0.03156,0.033843,-0.020552,0.029707
8/1/92,0.058813,0.008207,0.004889,-0.010412,0.010048,1,1,-0.019231,-0.008644,0.010286,0.012789
9/1/92,-0.021959,0.014781,-0.004602,0.007614,0.0218,1,1,0.003565,0.023854,0.012543,0.018439
10/1/92,-0.049167,-0.02068,0.0066,0.072717,0.033939,1,1,0.024867,-0.003281,-0.018662,-0.028358
11/1/92,0.00726,0.00393,0.008641,0.034166,0.008628,1,1,0.032929,0.019471,-0.031313,0.002997
12/1/92,0.006219,0.026814,-0.015398,0.001262,0.014254,1,1,0.017617,0.019322,0.012566,0.020931
1/1/93,-0.000363,0.030769,-0.001681,-0.020057,0.00661,1,1,0.02061,0.063691,0.012619,0.029088
2/1/93,0.031723,0.04027,-0.022626,-0.015876,-0.001661,1,1,-0.005654,0.047126,0.010316,0.031439
3/1/93,0.085248,-0.008575,0.021425,-0.015815,-0.010932,1,1,0.023558,0.069436,0.023566,-0.002132
4/1/93,0.093006,0.011492,-0.002748,0.012304,0.004455,1,1,-0.019048,-0.044077,-0.010415,0.009913
5/1/93,0.021778,0.013291,-0.001416,0.024463,0.010386,1,1,0.033172,-0.012208,-0.028871,0.008466
6/1/93,-0.015033,0.030775,-0.009803,-0.028363,0.016244,1,1,-0.003915,0.029347,-0.035169,0.022461
7/1/93,0.033995,0.016554,-0.006885,0.012524,0.002125,1,1,0.005503,0.016882,-0.00099,0.007408
8/1/93,0.051768,0.03946,-0.03102,-0.02294,0.001881,1,1,0.035184,0.023987,-0.004954,0.029128
9/1/93,-0.023216,0.010299,-0.007718,0.016206,0.012535,1,1,0.004532,0.04562,0.01091,0.007585
10/1/93,0.033563,-0.006889,0.027131,-0.015442,0.014194,1,1,0.015789,-0.012592,-0.026294,-0.004865
11/1/93,-0.084719,-0.015655,0.020458,0.0102,0.009767,1,1,-0.015544,-0.047299,-0.056032,-0.006901
12/1/93,0.07182,0.000812,0.01163,0.003114,0.032793,1,1,0.010526,-0.00027,-0.016354,0.005317
1/1/94,0.083301,0.015921,0.005789,-0.024079,0.000913,1,1,0.032738,0.029905,0.096012,0.017893
2/1/94,-0.004333,-0.045547,0.042929,0.006808,0.005754,1,1,-0.024496,0.034432,-0.040883,-0.031229
3/1/94,-0.042824,-0.031459,-0.006307,0.028766,0.007286,1,1,-0.04062,-0.040264,-0.01176,-0.027546
4/1/94,0.040683,-0.011795,0.004955,-0.010158,0.00074,1,1,0.015396,0.016222,0.025032,-0.011289
5/1/94,-0.005036,-0.002362,0.00287,-0.016539,0.003213,1,1,0.006823,0.020327,0.009252,-0.000349
6/1/94,0.011742,-0.012639,0.015719,-0.006272,-0.012716,1,1,-0.024849,-0.021705,0.034422,-0.005575
7/1/94,0.011209,0.03054,-0.022052,0.00152,-7.20E-05,1,1,0.030888,-0.002535,0.022838,0.027176
8/1/94,0.025174,-0.006248,0.013332,0.010252,-0.00919,1,1,0.032959,0.00555,-0.074648,0.002492
9/1/94,-0.028969,-0.030353,0.030418,0.003042,-0.00514,1,1,-0.016679,-0.020317,-0.010669,-0.021832
10/1/94,0.031712,-0.013276,0.01563,-0.037237,0.004749,1,1,0.011062,-0.037097,0.013605,-0.009015
11/1/94,-0.048376,0.013471,-0.02607,-0.012308,0.023053,1,1,-0.039387,-0.032501,-0.045991,0.002676
12/1/94,0.007013,0.017494,-0.010126,-0.03263,0.022221,1,1,0.024298,0.061737,0.039583,0.011493
1/1/95,-0.039228,0.024389,-0.010824,0.012192,-0.004885,1,1,0.022239,-0.014847,-0.023908,0.022759
2/1/95,-0.000434,0.029319,0.004966,-0.030633,-0.0095,1,1,0.036258,0.03246,0.002221,0.036019
3/1/95,0.061949,0.009043,0.001717,-0.022676,-0.02792,1,1,0.030791,-0.005961,0.019558,0.009374
4/1/95,0.037154,0.015716,0.009716,0.001248,-0.000132,1,1,0.022403,0.002259,0.038085,0.019049
5/1/95,-0.009769,0.086505,-0.058471,-0.045282,0.001917,1,1,0.036521,0.045025,-0.009417,0.06244
6/1/95,-0.015972,0.005325,0.001042,-0.014022,0.000393,1,1,0.033312,0.017735,-0.025919,0.00354
7/1/95,0.060827,-0.023173,0.035801,-0.012732,0.023667,1,1,0.032858,0.015633,0.016927,-0.008854
8/1/95,-0.036476,0.036396,-0.033281,-0.018648,0.01472,1,1,0.018007,0.014878,0.038333,0.026305
9/1/95,0.018887,0.010245,0.002053,-0.012769,-0.001951,1,1,0.028302,0.018302,0.007723,0.009764
10/1/95,-0.02593,0.03364,-0.02747,-0.006521,0.013045,1,1,0.000573,-0.018397,0.002321,0.018758
11/1/95,0.028449,0.02496,-0.01614,-0.025883,0.007204,1,1,0.039542,0.010031,0.034354,0.021416
12/1/95,0.039386,0.022057,-0.006345,0.001712,0.009241,1,1,0.014333,0.054862,0.091824,0.01543
1/1/96,0.006109,-0.003994,0.021609,0.00553,0.001651,1,1,0.032065,0.019152,-0.01101,0.005639
2/1/96,0.003166,-0.034473,0.03526,0.023754,-8.90E-05,1,1,0.014745,0.007706,0.03843,-0.016901
3/1/96,0.021435,-0.027377,0.026689,0.028375,0.002998,1,1,0.01972,-0.001439,0.090747,-0.016218
4/1/96,0.029789,-0.0209,0.023109,0.00336,0.004783,1,1,0.016285,0.003254,0.04769,-0.011846
5/1/96,-0.016835,-0.002795,0.008814,0.022482,0.004716,1,1,0.022033,0.02714,-0.012429,-0.001671
6/1/96,0.004589,0.020465,-0.012191,-0.008532,-0.001334,1,1,0.00245,0.013781,0.045612,0.016564
7/1/96,-0.029022,0.014583,-0.009939,0.009979,-0.004323,1,1,-0.046432,0.00861,-0.032237,0.013303
8/1/96,0.004059,-0.026517,0.037333,0.001411,0.005477,1,1,0.015377,0.040686,0.010783,-0.014219
9/1/96,0.027345,0.034512,-0.01043,-0.001955,0.004609,1,1,0.054013,0.017391,0.031039,0.029003
10/1/96,-0.006421,0.030355,-0.022663,-0.003528,-0.003905,1,1,0.011973,0.032083,-0.003779,0.025354
11/1/96,0.041486,0.035664,-0.015943,0.00575,0.010932,1,1,0.068623,0.045499,0.089189,0.025159
12/1/96,-0.013624,-0.024337,0.031512,0.02747,0.01082,1,1,-0.011957,0.099645,0.009743,-0.015627
1/1/97,-0.030926,-0.005966,0.015723,-0.018315,0.018516,1,1,0.054236,0.011132,-0.019516,0.001604
2/1/97,0.015403,-0.001101,0.017637,0.005344,0.007884,1,1,0.003401,0.00086,-0.063896,0.004747
3/1/97,0.001262,-0.02296,0.008068,-0.004654,0.007768,1,1,-0.047458,-0.009247,0.010861,-0.015612
4/1/97,0.006388,0.025161,-0.014614,-0.008277,-0.009769,1,1,0.041815,-0.0228,0.028961,0.017306
5/1/97,0.066191,0.008273,0.013115,-0.001817,-0.003377,1,1,0.071734,0.032005,-0.002145,0.010633
6/1/97,0.053635,0.024998,-0.011119,-0.017351,0.011766,1,1,0.050996,0.047995,-0.043282,0.02038
7/1/97,0.018586,0.034866,-0.007406,-0.007932,0.018217,1,1,0.065201,0.029932,0.050745,0.024741
8/1/97,-0.073439,-0.011304,0.009027,0.005056,0.004616,1,1,-0.032028,-0.002011,0.013363,-0.004972
9/1/97,0.056363,0.037745,-0.017931,-0.017471,0.005773,1,1,0.065809,0.079882,0.023876,0.02596
10/1/97,-0.075212,0.023872,-0.022976,-0.002884,0.016277,1,1,-0.017247,-0.025481,0.016905,0.008042
11/1/97,-0.010951,0.01414,-0.004587,-0.000115,0.039215,1,1,0.027729,0.016949,-0.084216,0.006997
12/1/97,0.009755,0.015863,-0.007092,-0.01448,0.033422,1,1,0.000342,0.019687,-0.071358,0.011197
1/1/98,0.042862,0.020221,-0.002207,-0.010474,-0.013304,1,1,0.024582,-0.004675,-0.016861,0.013281
2/1/98,0.065358,-0.007409,0.013262,0.002305,-0.00235,1,1,0.051316,-0.016971,-0.065717,-0.000361
3/1/98,0.033074,0.006942,0.002447,-0.005885,-0.002138,1,1,0.058954,0.016494,-0.012267,0.007859
4/1/98,0.007998,0.000383,0.003556,0.001021,0.007774,1,1,0.011075,-0.032148,-0.004039,0.004531
5/1/98,-0.00497,0.0208,-0.017327,-0.003912,0.022201,1,1,-0.03582,-0.008478,-0.068778,0.014056
6/1/98,0.005538,0.019922,-0.016326,-0.008166,0.002697,1,1,0.050046,-0.006237,-0.030119,0.007147
7/1/98,0.006763,-0.003976,0.009667,0.003589,0.016298,1,-1,-0.040936,-0.065551,-0.092217,-0.001952
8/1/98,-0.127485,0.041625,-0.099577,-0.02403,-0.011732,1,-1,-0.119207,-0.103474,-0.026712,0.004132
9/1/98,-0.028294,0.050504,-0.041536,-0.014259,-0.026487,1,1,-0.003115,0.063476,0.06218,0.045609
10/1/98,0.104403,-0.025451,0.003503,0.011271,-0.000124,1,1,0.125694,-0.027235,-0.029296,-0.025026
11/1/98,0.050918,0.009565,0.033101,-0.003178,-0.006564,1,1,0.056447,0.018204,-0.122777,0.024273
12/1/98,0.038616,-0.003444,0.003429,-0.005849,0.001766,1,1,0.055474,-0.030126,-0.014771,-3.30E-05
1/1/99,0.000424,-0.00125,0.015378,0.010748,0.01335,1,1,0.033748,-0.019289,-0.008491,0.005194
2/1/99,-0.024922,-0.048018,0.04121,0.017976,0.012313,1,1,-0.033984,-0.024325,-0.03116,-0.026787
3/1/99,0.041967,0.002063,0.009246,-0.0068,-0.005116,1,1,0.044598,-0.014482,0.157857,0.011738
4/1/99,0.043117,0.006297,0.012958,0.002222,-0.001456,1,1,0.053302,0.109037,0.05319,0.00564
5/1/99,-0.050291,-0.026707,0.012017,0.022585,0.004963,1,1,-0.037764,0.016695,-0.072045,-0.02282
6/1/99,0.03933,-0.001896,0.000766,-0.002097,0.000657,1,1,0.063318,-0.017781,0.074999,0.000432
7/1/99,0.02902,-0.002604,0.006792,-0.001341,-0.008982,1,1,-0.038878,-0.036372,0.053157,-0.004262
8/1/99,0.003071,-0.004607,-0.007461,0.001703,-0.005681,1,1,0.000256,-0.020875,0.055232,-0.002974
9/1/99,0.011025,-0.001864,-0.005879,0.001341,-0.004471,1,1,-0.034041,-0.040387,0.055287,0.006122
10/1/99,0.03886,0.007443,-0.012367,-0.002685,0.002332,1,1,0.060413,-0.016011,-0.039799,0.009063
11/1/99,0.035181,-0.005261,0.01678,0.007327,0.000448,1,1,0.043228,-0.024554,0.034791,0.001931
12/1/99,0.09215,-0.012958,0.024292,-0.002835,-0.001701,1,1,0.062036,0.020501,0.0337,-0.00438
1/1/00,-0.060581,0.019772,-0.023271,-0.00027,0.01258,1,1,-0.022553,0.018291,0.089183,-0.001161
2/1/00,0.028542,0.022985,-0.02234,-0.003929,-0.000113,1,1,0.023766,-0.020461,0.078944,0.007933
3/1/00,0.041239,0.035912,-0.056471,0.009769,0.005634,1,1,0.032454,0.035848,-0.050421,0.009048
4/1/00,-0.051687,-0.009177,0.011339,0.01698,0.022017,1,1,-0.027287,0.0838,0.012628,-0.010934
5/1/00,-0.024032,0.00511,-0.01521,-0.00925,-0.010116,1,1,-0.02491,-0.005667,0.114209,0.003192
6/1/00,0.043455,0.01391,0.005722,0.000272,0.002484,1,1,0.029459,0.050156,0.056032,0.021615
7/1/00,-0.03803,0.021167,-0.013643,-0.003772,0.006888,1,1,-0.027498,0.076568,-0.067227,0.015658
8/1/00,0.013265,0.021226,-0.012388,-0.00748,0.011601,1,1,0.073563,-0.054656,0.147674,0.013822
9/1/00,-0.051609,-0.014359,0.003762,0.006791,0.014569,-1,-1,-0.056317,0.012027,0.008019,0.003887
10/1/00,-0.027053,0.017594,-0.049271,0.000942,0.008148,-1,-1,-0.019061,-0.029495,-0.01191,0.002381
11/1/00,-0.040076,0.024205,-0.066937,-0.001388,-0.008228,-1,-1,-0.090909,0.020314,0.052762,0.007734
12/1/00,0.035246,0.029418,-0.007153,-0.011388,-0.001164,-1,-1,0.012723,0.065939,0.004478,0.023853
1/1/01,0.004522,0.010971,0.066292,0.007872,0.005919,-1,-1,0.042714,0.014273,-0.018443,0.036949
2/1/01,-0.083441,0.013633,-0.002177,0.006952,0.016306,-1,-1,-0.098313,-0.005577,-0.045112,0.007483
3/1/01,-0.072481,-0.011324,-0.012557,0.009156,0.007699,-1,-1,-0.082042,0.003716,-0.051187,0.003236
4/1/01,0.091289,-0.022476,0.011372,0.015302,-0.000937,-1,-1,0.114119,0.027175,0.071187,-0.000319
5/1/01,-0.045019,0.003338,0.013311,0.00889,0.006547,-1,-1,0.001829,0.026344,-0.039319,0.009946
6/1/01,-0.031187,0.001832,-0.029909,-0.004157,0.003274,-1,-1,-0.01591,0.05353,-0.075702,0.001993
7/1/01,-0.017361,0.034965,-0.019543,-0.006538,-0.016362,-1,-1,-0.018023,-0.010639,0.008642,0.028888
8/1/01,-0.047903,0.023142,-0.012043,-0.013054,0.002717,-1,-1,-0.064777,0.02796,0.010486,0.014971
9/1/01,-0.094885,0.012533,-0.07942,-0.012325,0.006669,-1,-1,-0.094084,-0.04083,-0.115337,-0.000946
10/1/01,0.043176,0.050139,-0.025317,-0.00341,0.004243,-1,-1,0.051609,-0.011561,-0.062312,0.025765
11/1/01,0.014861,-0.052687,0.088723,0.003997,0.000923,-1,-1,0.045744,0.031847,-0.026099,-0.010835
12/1/01,0.020027,-0.018355,0.014277,-0.002067,0.011831,-1,-1,0.026362,0.032466,-0.022734,-0.007888
1/1/02,-0.052603,0.016721,-0.00942,-0.003257,0.005758,-1,-1,-0.019193,0.004302,-0.006563,0.01084
2/1/02,0.02008,-0.002353,-0.012295,0.014447,-0.005595,-1,-1,0.008058,0.027687,0.0396,-0.000102
3/1/02,0.045756,-0.03078,0.055132,0.012261,-0.002896,-1,-1,0.020268,0.052475,0.129864,-0.015031
4/1/02,0.006824,0.04122,-0.025389,0.000875,-0.012322,-1,-1,-0.040571,0.017289,-0.019523,0.012802
5/1/02,0.00929,-0.000216,-0.005103,0.012121,-0.011195,-1,-1,-0.042578,0.005709,-0.031508,0.0167
6/1/02,-0.038659,0.01952,-0.093415,-0.000729,-0.01379,-1,-1,-0.069449,0.017073,0.041084,0.00023
7/1/02,-0.125632,0.032378,-0.073734,-0.008698,0.011235,-1,-1,-0.084452,-0.055107,-0.01475,0.001472
8/1/02,0.015962,0.040085,-0.013882,0.017134,0.006933,-1,-1,0.033607,0.016557,0.076938,0.023173
9/1/02,-0.094507,0.042193,-0.055658,0.003167,0.007751,-1,-1,-0.068834,-0.040862,0.053018,0.015978
10/1/02,0.048098,-0.02893,0.021558,-0.017739,-0.010306,1,1,0.057949,-0.036435,-0.055149,-0.012496
11/1/02,0.046399,-0.01512,0.075973,0.006598,-0.005339,1,1,0.041784,0.046294,0.011229,0.019592
12/1/02,-0.029937,0.049236,-0.035251,0.007944,-0.012003,1,1,-0.054938,0.002179,0.072413,0.033108
1/1/03,-0.024057,-0.010608,0.043895,0.010654,-0.001267,1,1,-0.021398,-0.032176,0.081421,0.004556
2/1/03,-0.024631,0.027453,-0.015111,0.020213,-0.0039,1,1,-0.026968,0.022602,0.099802,0.022213
3/1/03,-0.019108,-0.006256,0.037456,-0.012083,-0.007922,1,1,0.029213,0.039013,-0.139183,0.000774
4/1/03,0.093187,0.010085,0.046897,-0.007576,-0.032825,1,1,0.069869,0.033467,-0.039819,0.022002
5/1/03,0.075782,0.05755,-0.047372,0.018824,-0.005115,1,1,0.065306,0.05974,0.119641,0.034151
6/1/03,0.006538,-0.016561,0.045307,-0.002941,0.00981,1,1,0.018199,0.029406,-0.017773,-0.004002
7/1/03,0.019391,-0.089361,0.074106,-0.00408,0.011502,1,1,0.005958,0.036524,0.041774,-0.043139
8/1/03,0.044851,0.01583,0.000059,0.012778,-0.010555,1,1,0.034913,0.011605,0.003567,0.006764
9/1/03,0.035317,0.051985,-0.020848,0.002846,-0.020519,1,1,0.010542,0.040561,-0.038174,0.039005
10/1/03,0.042673,-0.032969,0.049404,0.020843,-0.001061,1,1,0.047988,0.026347,0.00693,-0.011681
11/1/03,0.037818,0.010536,0.005864,0.002452,-0.013591,1,1,0.016496,0.044195,0.042884,0.002613
12/1/03,0.0616,0.010734,0.010662,-0.002014,-0.015912,1,1,0.033016,0.021418,0.057438,0.015134
1/1/04,0.017141,0.012318,0.006773,0.003022,0.003898,1,1,0.02519,0.056922,0.028905,0.011267
2/1/04,0.03487,0.026011,-0.026571,0.011277,0.010151,1,1,0.022193,0.021017,0.064473,0.013146
3/1/04,0.003561,0.015527,-0.010379,0.009389,0.007079,1,1,-0.014991,0.052105,-0.014574,0.007152
4/1/04,-0.03555,-0.060093,0.052969,-0.019588,0.015772,1,1,-0.018368,-0.147349,0.067106,-0.030634
5/1/04,0.000859,-0.00131,-0.015447,0.023735,-0.009032,1,1,0.005881,0.043553,0.0754,-0.010585
6/1/04,0.026568,0.00967,0.00705,-0.008951,-0.00705,1,1,0.009567,0.041617,-0.06483,0.01028
7/1/04,-0.030655,0.006167,0.00487,0.002872,0.001508,1,1,-0.023427,0.015537,0.043534,0.010682
